id_in_session,code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started_utc,visited,participant_code,session_code,is_demo,real_world_currency_per_point,name,participation_fee,id_in_group,payoff,reserve_m_1,reserve_m_2,value_1,value_1_1,value_1_2,value_1_3,value_1_4,value_1_5,value_1_6,value_2,value_2_1,value_2_2,value_2_3,value_2_4,value_2_5,value_2_6,value_1_max,value_2_max,reserve_p_2,upfront_2,random_m_1,random_m_2,reserve_2,profit_1,profit_2,profit,get_1,get_2,revenue,revenue_1,revenue_2,account_1,account_2,account,earn,bonus,getmyerson_1,getmyerson_2,getpost_2,lucky,finalpay,quiz1,quiz2,quiz3,quiz4,p_reserve_m_1,p_reserve_m_2,p_value_1,p_value_1_1,p_value_1_2,p_value_1_3,p_value_2,p_value_2_1,p_value_2_2,p_value_1_max,p_value_2_max,p_reserve_p_2,p_upfront_2,p_random_m_1,p_random_m_2,p_reserve_2,p_profit_1,p_profit_2,p_profit,p_get_1,p_get_2,p_revenue,p_revenue_1,p_revenue_2,p_getmyerson_1,p_getmyerson_2,p_getpost_2,p_bid_1,p_enter_2,p_bid_2,bid_1,enter_2,bid_2,lottery1,lottery2,lottery3,lottery4,lottery5,lottery6,lottery7,lottery8,lottery9,lottery10,survey1,survey2,survey3,survey4,survey5,survey6,surveyid,id_in_subsession,round_number,date,treatment,survey3grad
1,spyisqbw,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:30:59.911612,1,66.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,1,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,16.0,1.0,1.0,6.0,2.0,4.0,50.0,50.0,66.0,6.6,16.0,1.0,1.0,0.0,1,16.6,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1,1,0,4.0,1,0,8.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,3.0,,"When the probability of earning points was equal between the two options, I chose the option with more points available.",1,1,1,0926,1,0.0
2,lgqm9rk6,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:36:04.805403,1,55.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,2,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,8.0,2.0,0.0,0.0,8.0,2.0,-2.0,5.0,1.0,0.0,2.0,0.0,2.0,52.0,50.0,55.0,5.5,5.0,1.0,1.0,0.0,9,15.5,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,22.0,5.0,,,,2,1,1,0926,1,1.0
3,0i7ewayj,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:36:30.243542,1,56.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,3,56.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,-4.0,6.0,1.0,1.0,6.0,0.0,6.0,52.0,48.0,56.0,5.6,8.0,1.0,1.0,1.0,8,15.6,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,12.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,7.0,3.8,"In the first period, I considered that I am likely to get the item with the highest bid so I bid the highest I could.",I made the decision by assuming that paying the membership fee would lead to a greater reward in the end. ,3,1,1,0926,1,0.0
4,pd9l0s73,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:36:48.051127,1,58.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,4,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,8.0,1.0,1.0,6.0,2.0,4.0,50.0,50.0,58.0,5.8,8.0,1.0,1.0,0.0,7,15.8,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1,1,0,4.0,1,0,8.0,8.0,0.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,13.0,4.0,9.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,3.95,Random,"It depends on the chance to make more money. If I have the 1/10 chance to win 10 and 9/10 to win 8, I definitely would choose it. I have low risk to lose money and more likely to make ends meet. With the increase of proability of  earning more(16), I might choose to take a chance.",4,1,1,0926,1,0.0
5,bzrelmgk,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:37:02.884912,1,58.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,5,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,8.0,2.0,1.0,0.0,8.0,0.0,-2.0,8.0,1.0,0.0,4.0,2.0,2.0,50.0,48.0,58.0,5.8,10.0,1.0,1.0,0.0,2,15.8,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,1,0,4.0,1,0,4.0,8.0,2.0,3.0,1.0,0.0,2.0,0.0,-1.0,-1.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,3.0,8.9,,,5,1,1,0926,1,1.0
6,q8uaji22,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:37:24.561358,1,57.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,6,57.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,8.0,2.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,1.0,4.0,0.0,4.0,52.0,52.0,57.0,5.7,5.0,1.0,1.0,0.0,8,15.7,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,1,4.0,1,0,4.0,8.0,1.0,4.0,1.0,1.0,4.0,-2.0,0.0,-2.0,1.0,1.0,12.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,,Max out wager to amount I had to start,"Max out wagers so spend all in betting, but don't go over what I had",6,1,1,0926,1,0.0
7,netzk6ig,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:37:26.989063,1,62.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,7,62.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,12.0,1.0,1.0,6.0,0.0,6.0,54.0,54.0,62.0,6.2,8.0,1.0,1.0,1.0,6,16.2,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,1.0,9.0,0.0,9.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,7.0,,,"I chose the option with the best chances of earning the most points. As the fifth and sixth decisions were closer to 50/50, I decided to risk getting less for the chance of getting more points.",15,1,1,0926,1,1.0
8,pncunl05,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:37:44.848920,1,70.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,8,70.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,20.0,1.0,1.0,6.0,0.0,6.0,54.0,54.0,70.0,7.0,16.0,1.0,1.0,1.0,2,17.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,2.0,3.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,,,,7,1,1,0926,1,1.0
9,umt6sgy3,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:38:05.740840,1,55.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,9,55.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,0.0,6.0,1.0,0.0,0.0,2.0,-2.0,5.0,1.0,1.0,8.0,2.0,6.0,52.0,50.0,55.0,5.5,5.0,1.0,1.0,1.0,8,15.5,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,0.0,5.0,1.0,0.0,0.0,2.0,-1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,12.0,1.0,8.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,5.0,,,,8,1,1,0926,1,1.0
10,s3esqf9z,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:38:32.256530,1,60.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,10,60.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,2.0,4.0,0.0,0.0,2.0,4.0,-2.0,10.0,1.0,1.0,6.0,0.0,6.0,54.0,52.0,60.0,6.0,8.0,1.0,1.0,1.0,10,16.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,1.0,8.0,0.0,8.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,3.8,I picked the higher percentage as my final decision.,I tried to even the options out by putting one half as option 1 and the other as option 2.,9,1,1,0926,1,0.0
11,ws8vvaji,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:38:51.599295,1,61.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,11,61.0,2.0,2.0,2.0,1,0,0,0,0,0,8.0,0,0,1,0,0,0,4.0,16.0,8.0,2.0,1.0,1.0,2.0,0.0,6.0,11.0,1.0,1.0,6.0,2.0,4.0,50.0,56.0,61.0,6.1,5.0,1.0,1.0,0.0,6,16.1,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,3.0,,Take minimal risks and aim to minimize possible loss. My bids were made so I couldn't pay more than my secret value.,"I chose option B when I was more likely to get a higher profit in tokens, and because I had precisely 56 tokens, I felt fine. Even 5 points would top me off to the next dollar amount.",10,1,1,0926,1,0.0
12,jr6clsvq,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:38:54.534503,1,58.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,12,58.0,2.0,2.0,2.0,1,0,0,0,0,0,8.0,0,0,1,0,0,0,4.0,16.0,8.0,2.0,0.0,0.0,8.0,2.0,-2.0,8.0,1.0,1.0,10.0,0.0,10.0,52.0,50.0,58.0,5.8,8.0,1.0,1.0,1.0,9,15.8,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1,1,0,4.0,1,0,8.0,8.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,1.0,8.0,0.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,3.0,3.8,Pay as much as my true value,Pay membership fee and bid as much as my true value,16,1,1,0926,1,1.0
13,q3iris25,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:39:13.575334,1,68.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,13,68.0,2.0,2.0,4.0,0,1,0,0,0,0,8.0,0,0,1,0,0,0,8.0,16.0,2.0,4.0,1.0,1.0,2.0,2.0,6.0,18.0,1.0,1.0,8.0,2.0,6.0,52.0,58.0,68.0,6.8,10.0,1.0,1.0,1.0,3,16.8,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,13.0,4.0,9.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.0,10.0,4.0,I will usually choose a bid higher than the value of the third quantile of the whole data distribution (75% or higher),Risk management. I can only trust my luck when the probability can reach 0.8 or higher.,11,1,1,0926,1,1.0
14,6il5gfhb,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:39:29.204065,1,68.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,14,68.0,2.0,2.0,4.0,0,1,0,0,0,0,8.0,0,0,1,0,0,0,8.0,16.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,18.0,1.0,0.0,2.0,2.0,0.0,52.0,52.0,68.0,6.8,16.0,1.0,0.0,0.0,1,16.8,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,1.0,4.0,0.0,0.0,1.0,6.0,0.0,6.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,,4.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,5.0,3.0,I made decisions in the first period by analyzing the percentage and the total random number .,By bidding a little more as i will get the price for secret price it self even if i bid more.,12,1,1,0926,1,1.0
15,1yylmmsk,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:39:51.698824,1,68.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,15,68.0,2.0,2.0,4.0,0,1,0,0,0,0,16.0,0,0,0,1,0,0,8.0,32.0,8.0,2.0,0.0,0.0,8.0,4.0,6.0,18.0,1.0,1.0,10.0,0.0,10.0,54.0,60.0,68.0,6.8,8.0,1.0,1.0,1.0,8,16.8,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,1,4.0,1,0,8.0,8.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,3.9,By assurance that I will not loose money. I can only gain,The probability of getting a high value is lower in second period so I decided to buy membership which is just 2 points and I decided based on my value,13,1,1,0926,1,1.0
16,ckm0o9v2,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-26 16:40:09.581468,1,90.0,5kbhy2vn,0,0.1,Non_clairvoyant_dynamic,0.0,16,90.0,2.0,2.0,2.0,1,0,0,0,0,0,32.0,0,0,0,0,1,0,4.0,64.0,4.0,3.0,0.0,1.0,2.0,2.0,30.0,40.0,1.0,1.0,5.0,0.0,5.0,52.0,82.0,90.0,9.0,8.0,1.0,1.0,1.0,6,19.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,8.0,3.0,1.0,36.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,5.0,9.0,,,14,1,1,0926,1,0.0
1,y9jj1p01,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:46:21.030596,1,66.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,1,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,16.0,0.0,1.0,2.0,0.0,2.0,50.0,50.0,66.0,6.6,16.0,,,,4,16.6,0.0,0.0,,,4.0,4.0,6.0,0,1,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,5.0,1.0,,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,24.0,5.0,,the higher the probability the better are the chances.,the higher the probability the better are the chances.,17,1,1,0926,3,1.0
2,6jzq3ofk,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:46:39.626380,1,60.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,2,60.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,60.0,6.0,8.0,,,,9,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,1,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,10.0,7.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0,,,,18,1,1,0926,3,0.0
3,lcgs4dzs,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:46:55.367048,1,59.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,3,59.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,9.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,59.0,5.9,5.0,,,,6,15.9,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,8.0,6.0,,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,7.0,3.97,"I wasn't sure I completely understood what was expected, but I put higher numbers to always get the item.",I randomly chose 5 options from both sides.,19,1,1,0926,3,0.0
4,5ky5bsvz,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:47:18.864890,1,64.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,4,64.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,14.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,64.0,6.4,10.0,,,,1,16.4,0.0,0.0,,,4.0,4.0,6.0,1,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,8.0,,7.0,7.0,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,3.61,I bid the highest number so I was most likely to get more points.,I bid the highest number so I was most likely to get more points.,20,1,1,0926,3,0.0
5,u0w48zrb,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:47:44.939293,1,59.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,5,59.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,9.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,59.0,5.9,5.0,,,,6,15.9,0.0,0.0,,,4.0,4.0,4.0,0,1,1,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,5.0,4.0,,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,,,,21,1,1,0926,3,1.0
6,zeralvf3,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:48:04.199565,1,66.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,6,66.0,2.0,2.0,2.0,1,0,0,0,0,0,8.0,0,0,1,0,0,0,4.0,16.0,,,,,,0.0,6.0,16.0,1.0,1.0,4.0,2.0,2.0,50.0,56.0,66.0,6.6,10.0,,,,5,16.6,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,8.0,,10.0,3.0,,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,3.5,"I was going off of probability, but then I realized that it was a near guarantee the entire time, so the last one was where I actually began to profit",I had reverted back to probability and played it marginally safe.,22,1,1,0926,3,0.0
7,s8nq2jzy,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:48:18.168121,1,74.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,7,74.0,2.0,2.0,4.0,0,1,0,0,0,0,8.0,0,0,1,0,0,0,8.0,16.0,,,,,,2.0,6.0,24.0,1.0,1.0,4.0,2.0,2.0,52.0,58.0,74.0,7.4,16.0,,,,3,17.4,0.0,0.0,,,4.0,4.0,4.0,0,1,1,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,8.0,3.0,,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,5.0,3.74,I just make my decision on the bid higher than the secret price.,"I chose the higher bid number at first, and I try to make a decision that the bid higher than the secret price.",23,1,1,0926,3,1.0
8,xo91hbfz,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:48:38.914271,1,80.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,8,80.0,2.0,2.0,2.0,1,0,0,0,0,0,16.0,0,0,0,1,0,0,4.0,32.0,,,,,,0.0,14.0,30.0,1.0,1.0,4.0,2.0,2.0,50.0,64.0,80.0,8.0,16.0,,,,4,18.0,0.0,0.0,,,4.0,4.0,4.0,1,1,0,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,,,,4.0,,2.0,3.0,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,3.85,Based on the value given and percentage of others' values,Based on the probability,24,1,1,0926,3,1.0
9,cm1auesb,0,24,24,Static_mechanism_worse_1,Results,2021-09-26 17:43:21.445210,1,74.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,9,74.0,2.0,2.0,4.0,0,1,0,0,0,0,16.0,0,0,0,1,0,0,8.0,32.0,,,,,,2.0,14.0,24.0,1.0,1.0,4.0,2.0,2.0,52.0,66.0,74.0,7.4,8.0,,,,10,17.4,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,6.0,8.0,,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,7.0,3.0,Making the maximum bid as its always going be over or equal to the robot seller's price.,Keeping my decission. ,22,1,1,0926,3,0.0
10,cdju7gsl,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 17:43:46.585734,1,76.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,10,76.0,2.0,2.0,4.0,0,1,0,0,0,0,16.0,0,0,0,1,0,0,8.0,32.0,,,,,,2.0,14.0,26.0,1.0,1.0,4.0,2.0,2.0,52.0,66.0,76.0,7.6,10.0,,,,5,17.6,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,7.0,4.0,,14.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,5.0,3.3,I mostly choose the middle value of the number when I had a small number of tokens. And 1/4th of the total value of my tokens when the number was higher ,It was randomly,23,1,1,0926,3,0.0
11,63qt1nug,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 17:44:35.254609,1,88.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,11,88.0,2.0,2.0,2.0,1,0,0,0,0,0,32.0,0,0,0,0,1,0,4.0,64.0,,,,,,0.0,30.0,38.0,1.0,1.0,4.0,2.0,2.0,50.0,80.0,88.0,8.8,8.0,,,,8,18.8,0.0,0.0,,,4.0,4.0,6.0,0,1,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,,,,4.0,,3.0,2.0,,26.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,3.3,I put my bid near the true value price.,I only went with option B when the chances to get 16 was 60% or higher,25,1,1,0926,3,0.0
12,lypz6u9f,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 17:45:12.025036,1,90.0,t8zrstny,0,0.1,Static_mechanism_worse_1,0.0,12,90.0,2.0,2.0,2.0,1,0,0,0,0,0,32.0,0,0,0,0,1,0,4.0,64.0,,,,,,0.0,30.0,40.0,1.0,1.0,4.0,2.0,2.0,50.0,80.0,90.0,9.0,10.0,,,,5,19.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,5.0,4.0,,30.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,3.81,"The decision I made in the first period was based on me estimating in my head the chances of the unknown value falling into a specific range, then attempting to pick a number in the range that I thought would maximize my chances of profit.","The same as the first; mental math and the estimation of values. The accuracy of this method can vary wildly, though.",26,1,1,0926,3,0.0
1,9zxfly46,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:39:46.345101,1,66.0,gxarmrj0,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,1,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,16.0,1.0,1.0,7.0,2.0,5.0,50.0,50.0,66.0,6.6,16.0,1.0,1.0,1.0,4,16.6,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,,"First decision was made based on luck, as the values could have been anywhere between 2 and 36 points.",Paid the membership fee to learn my true value and bid based on whether it would be greater or equal to the highest secret value which was 6.,1,1,1,0927,2,0.0
